image,question,refs,fusion,skill,win
VizWiz_val_00000957.jpg,"If you can see my computer screen, what does it look like and what does it say?","['black screen', 'black startup disk check screen writing not intelligible', 'unreadable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'reboot screen', 'unanswerable', 'start up']",nothing,unanswerable,skill wins
VizWiz_val_00000959.jpg,I'm trying to figure out if you could tell me what button to push.,"['unanswerable', 'lower right more on demand button maybe exit button', 'c button', 'unanswerable', 'more on demand button', 'red c', 'unanswerable', 'unanswerable', 'c', 'push c']",unanswerable,tv,fusion wins
VizWiz_val_00000968.jpg,What is this? ,"['unanswerable', 'dresser closet', 'monitor', 'laptop dressers', 'computer screen', 'monitor', 'computer screen', 'unanswerable', 'computer screen', 'unanswerable']",unanswerable,laptop,fusion wins
VizWiz_val_00000977.jpg,what's this ,"['computer screen', 'computer screen', 'computer screen', 'laptop', 'computer screen showing search results', 'screen', 'computer screen', 'computer screen', 'monitor screen', 'computer screen']",unanswerable,computer screen,skill wins
VizWiz_val_00000981.jpg,What is this?  ,"['google search', 'google search engine tab', 'google search page', 'google', 'google', 'computer', 'google homepage', 'google page', 'computer screen', 'computer screen']",computer screen,laptop,fusion wins
VizWiz_val_00000992.jpg,"What is written on that computer screen, please?","['install mac os x progress bar 1 3 full', 'install mac os x', 'install mac os x', 'install mac os x', 'install mac os x', 'install mac os x', 'install mac os x', 'install mac os x', 'install mac os x', 'install mac os x']",install mac os x,unanswerable,fusion wins
VizWiz_val_00000995.jpg,What is this?,"['post office box drop', 'mail dropbox', 'mail drop box', 'blue mailbox', 'mailbox', 'post office mailbox', 'mailbox', 'mailbox', 'mailbox', 'mailbox']",unanswerable,mailbox,skill wins
VizWiz_val_00001004.jpg,What is this,"['pillow', 'unanswerable', 'card', 'image cutoff cannot read', 'unanswerable', 'unanswerable', 'card', 'letter', 'envelope', 'clothing']",unanswerable,shirt,fusion wins
VizWiz_val_00001007.jpg,What's on the screen?,"['windows installation screen', 'unanswerable', 'installing windows', 'installing windows status screen', 'windows install', 'installing windows', 'instructions for installing windows', 'progress installing windows', 'installing windows info', 'windows']",installing windows,microsoft corporation,fusion wins
VizWiz_val_00001018.jpg,What is this?,"['office', 'unanswerable', 'tool', 'stand', 'unanswerable', 'wooden rack', 't rulers', 'file cabinet wooden contraption', 'frame', 'unanswerable']",chair,tool,skill wins
VizWiz_val_00001039.jpg,What is this?,"['2 water bottles', 'bottle water', '2 water bottles on desk in front computer', 'water', '2 water bottles', 'water', 'waterbottle', 'bottles drinking water', 'water bottles', 'water bottle']",water bottle,water,skill wins
VizWiz_val_00001100.jpg,What's the password in this image?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,at&t,fusion wins
VizWiz_val_00001109.jpg,What does my screen say please.,"['blank blue screen 4 icons on bottom right', 'nothing', 'nothing', 'nothing', 'blue blank screen', 'blank', 'nothing', 'nothing just blue', 'blank', 'blank']",nothing,unanswerable,fusion wins
VizWiz_val_00001121.jpg,Is there blood in my stool?,"['yes', 'yes', 'yes', 'unanswerable', 'yes', 'yes', 'unanswerable', 'yes', 'yes', 'yes']",no,unanswerable,skill wins
VizWiz_val_00001139.jpg,What is this?,"['browser window on computer', 'website on laptop', 'monitor', 'top laptop built in camera', 'unanswerable', 'website', 'computer', 'computer window opened up to news website', 'webcam', 'unanswerable']",unanswerable,computer screen,fusion wins
VizWiz_val_00001140.jpg,Describe all the picture in this link.,"['unanswerable', 'tablet on desk facebook open', 'unanswerable', 'facebook', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,laptop,fusion wins
VizWiz_val_00001182.jpg,What is in this bag? ,"['potato chips', 'sweet potato', 'sweet potato', 'sweet potato chips', 'sweet potatoes', 'sweet potato chips', 'sweet potato chips', 'sweet potato chips', 'food', 'sweet potato']",vegetables,potato chips,skill wins
VizWiz_val_00001194.jpg,what is in this box?,"['frozen dinner', 'unanswerable', 'salad', 'unanswerable', 'vegetables', 'unanswerable', 'picture salad says cuisine', 'food', 'frozen meal', 'lean cuisine']",unanswerable,food,fusion wins
VizWiz_val_00001195.jpg,What is this can?,"['pepsi can', 'pepsi', 'pepsi can', 'pepsi water', 'pepsi', 'soda', 'pepsi', 'pepsi', 'pepsi', 'pepsi']",pepsi,soda,fusion wins
VizWiz_val_00001207.jpg,What is this?,"['flashlight', 'flashlight', 'flashlight', 'flash light', '1 watt led aluminum flashlight', 'flashlight', 'flashlight', 'flash light', 'flashlight', 'flashlight']",router,flashlight,skill wins
VizWiz_val_00001210.jpg,What is this?,"['yogurt', 'unanswerable', 'yogurt', 'yogurt', 'yogurt', 'yogurt', 'yogurt', 'yogurt', 'yogurt', 'yogurt']",unanswerable,soup,fusion wins
VizWiz_val_00001213.jpg,What is this?,"['notebook', 'planner', 'book', 'book', 'card', 'notebook', 'planner', 'notebook', 'lilly pulitzer agenda spiral', 'notebook']",notebook,book,fusion wins
VizWiz_val_00001237.jpg,What kind of fish is this?,"['unanswerable', 'angel fish', 'unanswerable', 'tang', 'angelfish', 'angel fish', 'sdfsdv', 'clown', 'clay fish', 'exotic fish']",unanswerable,catfish,fusion wins
VizWiz_val_00001239.jpg,What is currently being displayed on my screen?,"['blue', 'blue screen', 'delete partition f3', 'delete partition f3', 'delete partition f3', 'unanswerable', 'blue screen', 'delete partition f3', 'delete partition f3', 'yes displayed on my screen']",nothing,unanswerable,skill wins
VizWiz_val_00001257.jpg,What is this color?,"['red', 'red', 'orange', 'red', 'red', 'peach', 'red', 'pink', 'red', 'red']",purple,pink,skill wins
VizWiz_val_00001270.jpg,What color is it?,"['white', 'white', 'silver', 'silver', 'silver white buttons', 'dark grey', 'white', 'grey', 'silver', 'silver']",black,white,skill wins
VizWiz_val_00001271.jpg,what is this?,"['plug adapter', 'battery', 'flashlight', 'battery', 'unanswerable', 'headphone jack', 'handle', 'unanswerable', 'plug', 'unanswerable']",unanswerable,pen,fusion wins
VizWiz_val_00001275.jpg,"What is in this can please? Thank you, so long.","['baked beans', 'baked beans', 'baked beans', 'baked beans', 'baked beans', 'baked beans', 'baked beans', 'baked beans', 'baked beans', 'baked beans']",unanswerable,baked beans,skill wins
VizWiz_val_00001306.jpg,What color is this?,"['grey', 'grey', 'black', 'grey', 'white grey', 'grey', 'grey', 'white', 'grey', 'black']",black,grey,skill wins
VizWiz_val_00001322.jpg,"Screen, thank you.","['machine', 'unanswerable', 'unanswerable', 'unanswerable', 'nothing on screen', 'unanswerable', 'set', 'unanswerable', 'scale', 'unanswerable']",thermother,unanswerable,skill wins
VizWiz_val_00001336.jpg,Do you like coffee?,"['yes', 'coffee cup on table', 'yes', 'swfdwgrf', 'yes', 'unanswerable', 'yes', 'yes', 'yes', 'no']",yes,no,fusion wins
VizWiz_val_00001357.jpg,What is this title?,"['word', 'word', 'word', 'word', 'word', 'word', 'unanswerable', 'word', 'word', 'word']",precious memories,unanswerable,skill wins
VizWiz_val_00001366.jpg,What is the frequency in the display?,"['unanswerable', '061', 'unanswerable', 'digital', '06', '90', '90', '90', 'unanswerable', '98']",73,unanswerable,skill wins
VizWiz_val_00001397.jpg,What is this object?,"['tv remote', 'remote control', 'remote', 'tv remote', 'remote', 'tv remote', 'tv remote', 'remote control', 'remote control', 'remote control']",remote control,remote,fusion wins
VizWiz_val_00001416.jpg,Describe this item.,"['shampoo', 'bath shower gel', 'bath shower gel', 'bottle shower gel', 'mango papaya balance bath shower', 'mango papaya balance bath shower gel', 'body wash', 'mango papaya balance bath shower', 'mango papaya shower gel', 'mango pineapple bath shower gel']",shower gel,shampoo,skill wins
VizWiz_val_00001423.jpg,What kind of brand is this remote control? ,"['unanswerable', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg']",unanswerable,remote,fusion wins
VizWiz_val_00001434.jpg,Can you see the model of this tablet device?,"['cyberpad', 'cyberpad', 'no', 'cyberpad 4th generation', 'cyber pad', 'cyberpad', 'no', 'yes', 'cyberpad', '4.3 tablet pc']",unanswerable,no,skill wins
VizWiz_val_00001468.jpg,What is this shirt look like,"['yellow logo on black', 'yellow purple green letters', 'hard glo cafe logo', 'yellow purple cafe', 'unanswerable', 'hard glow cafe', 'unanswerable', 'black yellow purple green wording', 'black yellow', 'logo']",t shirt,logo,skill wins
VizWiz_val_00001473.jpg,what is in this picture?,"['unanswerable', 'unanswerable', 'medicine', 'refrigerator', 'fridge', 'unanswerable', 'mess', 'charm bracelet', 'unanswerable', 'refrigerator']",unanswerable,refrigerator,fusion wins
VizWiz_val_00001487.jpg,What does the coffee cup say?,"['gt', 'gt', 'gt', 'mug', 'gt', 'gt', 'gt', 'gt', 'gt', 'ct']",yellow,mug,skill wins
VizWiz_val_00001494.jpg,What is this?,"['house', 'house', 'house', 'house', 'house at night', 'house', 'house', 'house', 'house', 'house']",bed,house,skill wins
VizWiz_val_00001498.jpg,What is this?,"['blackberry cell phone', 'blackberry', 'phone', 'phone', 'cell phone', 'cellphone', 'blackberry cell phone', 'cell phone', 'cell phone', 'blackberry cell phone']",cell phone,phone,fusion wins
VizWiz_val_00001499.jpg,What's in this can?,"['unanswerable', 'unanswerable', 'beans', 'soup', 'unanswerable', 'beans', 'unanswerable', 'unanswerable', 'soda', 'unanswerable']",unanswerable,soup,fusion wins
VizWiz_val_00001501.jpg,Can you see what it says on the screen?,"['unanswerable', 'unanswerable', 'no', 'phone receiving', 'yes', 'no', 'unanswerable', 'hang up', 'yes', 'phone receiver off hook']",unanswerable,no,fusion wins
VizWiz_val_00001514.jpg,Mild or hot sauce?,"['hot', 'hot', 'hot', 'jamaican jerk seasoning', 'jerk seasoning', 'unknown', 'unanswerable', 'jerk seasoning', 'unanswerable', 'jerk seasoning spiciness level not shown']",right,unanswerable,skill wins
VizWiz_val_00001516.jpg,What kind of soda is this?,"['stars stripes lemon lime', 'lemon lime', 'stars stripes lemon lime', 'lemon lime', 'loopy lime', 'lemon lime', 'stars stripes', 'lime', 'sprite', 'green']",root beer,sprite,skill wins
VizWiz_val_00001523.jpg,What's this?,"['cellphone', 'phone', 'cell phone', 'apple iphone', 'phone', 'phone', 'phone', 'phone', 'smart phone', 'mobile phone']",iphone,phone,skill wins
VizWiz_val_00001532.jpg,Who is the fifth president and who is on the six dollar bill?,"['abraham lincoln', 'abraham lincoln', 'lincoln', 'unanswerable', 'lincoln 0', 'unanswerable', 'james monroe no 6 dollar bill', 'unanswerable', 'james monroe no 6 dollar bill', 'abe lincoln']",5,unanswerable,skill wins
VizWiz_val_00001547.jpg,What is this picture about?,"['2 animals hugging each other in front pink heart very blurry', 'loves', 'cat dog hugging', 'hug', 'love', 'unanswerable', 'valentines', 'hugging', 'dogs', 'cartoon dog cat hugging in front pink heart']",unanswerable,dog,fusion wins
VizWiz_val_00001548.jpg,What is this?,"['wooden letters spelling star', 'word star', 'unanswerable', 'wall decorations', 'star', 'letters', 'letters that say star framed picture framed mirror', 'wall word star', 'picture frames on wall', 'home decor']",unanswerable,couch,fusion wins
VizWiz_val_00001553.jpg,Can you tell me what kind of chips these are?,"['cheese chips', 'cheetos', 'unanswerable', 'cheetos', 'cheetos', 'cheetos', 'cheetos', 'crunchy cheetos i cant tell if theyre hot original because photo too close', 'cheetos', 'cheetos']",unanswerable,cheetos,skill wins
VizWiz_val_00001556.jpg,What color is this shirt?,"['tan', 'brown', 'tan', 'beige', 'beige', 'pinkish', 'brown', 'tan', 'gold', 'grey color']",grey,brown,skill wins
VizWiz_val_00001558.jpg,What color is my cap?,"['tan black', 'tabby', 'brown', 'unanswerable', 'brown', 'black tan mottled brown', 'tan grey', 'brown', 'tiger orange', 'black white tan']",white,brown,skill wins
VizWiz_val_00001573.jpg,What is this?,"['coffee mug straw', 'superbowl 28 coffee cup blue straw', 'mug', 'cup milk', 'coffe cup pen in', 'coffee cup coffee spoon in', 'cup', 'coffee cup', 'coffee cup', 'cup milk']",coffee cup,mug,fusion wins
VizWiz_val_00001577.jpg,What's this? What's in the vegetables?,"['spaghettios', 'spaghetti os', 'spaghetti os', 'spaghetti os', 'can alphabet spaghettios', 'spaghetti os tomato sauce', 'unanswerable', 'spaghetti os', 'spaghettios', 'spagetti']",unanswerable,spaghetti meatballs,fusion wins
VizWiz_val_00001586.jpg,Which packet contains plain flower?,"['yes', 'red white 1', 'red 1', '1 on left', 'left taller', '1 on left', 'left', 'unanswerable', 'red white 1', 'red white']",white,left,skill wins
VizWiz_val_00001604.jpg,What color is this? ,"['brown', 'brown', 'brown', 'oak brown', 'brown', 'brown maple', 'wooden', 'brown', 'brown', 'brown']",white,brown,skill wins
VizWiz_val_00001605.jpg,What kind of chips are these?,"['potato chips', 'unanswerable', 'unanswerable', 'potato', 'fritos', 'unanswerable', 'doritos', 'unanswerable', 'unanswerable', 'doritos']",unanswerable,salt vinegar,fusion wins
VizWiz_val_00001608.jpg,What is it?,"['cork', 'unanswerable', 'individual coffee creamer', 'unanswerable', 'unstable image', 'canister', 'k cup', 'creamer', 'unanswerable', 'coin']",unanswerable,coffee,fusion wins
VizWiz_val_00001638.jpg,What is this can?,"['unanswerable', 'tomatoes', 'unanswerable', 'tomatoes', 'rotel', 'tomatoes', 'tomatoes', 'tomatoes', 'mixed vegetables', 'tomatoes']",unanswerable,corn,fusion wins
VizWiz_val_00001646.jpg,"Could you please tell me what this is please, thank you?","['instant coffee', 'instant coffee', 'classic coffee', 'coffee packet', 'unanswerable', 'coffee', 'coffee', 'powdered coffee', 'coffee', 'nescafe classic']",coffee,unanswerable,fusion wins
VizWiz_val_00001647.jpg,What is that?,"['couch', 'couch', 'blue couch cushions pillows', 'couch', 'couch', 'blue couch', 'blue couch', 'couch', 'couch', 'blue couch']",chair,couch,skill wins
VizWiz_val_00001662.jpg,What is that?,"['unanswerable', 'phone app', 'unanswerable', 'meme', 'computer game', 'gifs', 'unanswerable', 'screen', 'unanswerable', 'book bag']",unanswerable,tablet,fusion wins
VizWiz_val_00001665.jpg,What color is this shirt?,"['unanswerable', 'unanswerable', 'brown', 'orange', 'unanswerable', 'orange', 'red', 'unanswerable', 'unanswerable', 'rose']",white,brown,skill wins
VizWiz_val_00001671.jpg,What is on this page of the Avon book?,"['varied moisture therapy brand products', 'unanswerable', 'advertisement for moisture therapy', 'unanswerable', 'unanswerable', 'moisture therapy lotions creams chapstick', 'unanswerable', 'moisture therapy', 'moisture therapy products', 'moisture therapy line']",foot works,unanswerable,skill wins
VizWiz_val_00001673.jpg,What is this?,"['cell phone', 'cellphone', 'pager', 'unanswerable', 'phone', 'cell phone', 'blackberry cell phone', 'cell phone', 'cell phone', 'cell phone']",cell phone,phone,fusion wins
VizWiz_val_00001674.jpg,I believe this is silver oak.  What year is it?,"['2000', '2000', '2000', '2000', '2000', '2000', '2000', '2000', '2000', '2000']",2000,unanswerable,fusion wins
VizWiz_val_00001687.jpg,What kind of Dr. Pepper is this?,"['unanswerable', 'canned', 'regular', 'regular', 'unanswerable', 'regular', 'unanswerable', 'soda', 'unanswerable', 'unanswerable']",unanswerable,dr pepper,fusion wins
VizWiz_val_00001689.jpg,What is this?,"['this slide', 'pink', 'unanswerable', 'purple', 'unanswerable', 'unanswerable', 'glow', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,pink,fusion wins
VizWiz_val_00001693.jpg,What is this?,"['unanswerable', 'cholesterol supplements', 'heart vitamin', 'cholesterol medication', 'supplement', 'cholesterol tablets', 'cholesterol medicine', 'cholesterol medication', 'unanswerable', 'cholesterol medicine']",medicine,unanswerable,skill wins
VizWiz_val_00001703.jpg,What's this?,"['unanswerable', 'bed', 'bed', 'bed', 'bed', 'bed', 'bed', 'bed', 'bed', 'bed']",unanswerable,door,fusion wins
VizWiz_val_00001704.jpg,What kind of cookies are these?,"['halloween', 'insufficient image', 'pumpkin', 'haloween', 'halloween', 'halloween', 'lofthouse', 'halloween sugar', 'halloween', 'cookies']",cookies,unanswerable,fusion wins
VizWiz_val_00001710.jpg,what is this?,"['bag', 'unanswerable', 'yellow plastic bag', 'plastic shopping bag', 'bag', 'unanswerable', 'yellow bag blue bag', 'plastic bag', 'yellow plastic bag', 'plastic bag']",unanswerable,remote,fusion wins
VizWiz_val_00001711.jpg,What is in this bottle?,"['cinnamon', 'ground cinnamon', 'cinnamon', 'ground cinnamon', 'cinnamon', 'ground cinnamon', 'ground cinnamon', 'cinnamon', 'cinnamon', 'ground cinnamon']",unanswerable,cinnamon,skill wins
VizWiz_val_00001725.jpg,What color is this hair?,"['auburn', 'brown', 'brown', 'brown', 'light brown', 'red', 'brown', 'light brown', 'reddish brown', 'brown']",purple,brown,skill wins
VizWiz_val_00001736.jpg,"I know this is suntan lotion, but I was wondering which factor it is, if you can see, please.","['sonnen spray', 'unanswerable', '20', 'spf 20', 'i can see 20 on bottle', '20 spf', '20', '20', 'spf 20', 'unanswerable']",yes,unanswerable,skill wins
VizWiz_val_00001740.jpg,What is in this bottle?,"['kyolic', 'garlic extract', 'supplements', 'unanswerable', 'kyolic circulation', 'kyolic medication', 'kyolic', 'kyolic', 'kyolic', 'kyolic']",pill bottle,unanswerable,skill wins
VizWiz_val_00001751.jpg,What is this image?,"['dartboard', 'dart board', 'dart board', 'dartboard', 'dartboard', 'dart board', 'darts board', 'bulls eye', 'dart board', 'dart board']",dart board,calculator,fusion wins
VizWiz_val_00001761.jpg,What is this?,"['calculator', 'part microwave', 'microwave', 'control panel', 'microwave', 'microwave', 'microwave', 'microwave panel', 'microwave', 'microwave']",unanswerable,microwave,skill wins
VizWiz_val_00001776.jpg,What is this?,"['unanswerable', 'hand', 'hand', 'hand', 'wqdfe', 'hand', 'hand', 'hand', 'hand', 'unanswerable']",unanswerable,hand,skill wins
VizWiz_val_00001780.jpg,Is this peppermint tea?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unsure', 'unanswerable', 'yes', 'no', 'no', 'unanswerable']",unanswerable,no,fusion wins
VizWiz_val_00001781.jpg,What's in this can?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'soda', 'diet coke', 'unanswerable', 'unanswerable', 'soda']",unanswerable,soda,fusion wins
VizWiz_val_00001811.jpg,What's this?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'flash', 'unanswerable']",unanswerable,sun,fusion wins
VizWiz_val_00001822.jpg,How could you tell?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,yes,fusion wins
VizWiz_val_00001830.jpg,Does this oven seem ready?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'not oven', 'unanswerable', 'unanswerable', 'yes i think ready', 'no', 'unanswerable']",unanswerable,yes,fusion wins
VizWiz_val_00001839.jpg,"Morning, I have an outfit on here. Unfortunately my color probe isn't working. I want you to tell me what the color of my cords, shirt and top are to make sure they match. Thank you.","['green pants black sweater white brown checked shirt', 'army green pants black sweater', 'black top green pants cords unknown', 'green yellow black', 'unanswerable', 'green cords yellow shirt black top', 'shirt black pants green', 'unanswerable', 'green black top looks fine', 'green black']",white,unanswerable,skill wins
VizWiz_val_00001867.jpg,What is in this bottle?,"['alfalfa', 'alfalfa', 'alfalfa', 'alfalfa', 'alfalfa', 'unanswerable', 'alfalfa', 'alfalfa', 'alfalfa', 'alfalfa']",unanswerable,vitamins,fusion wins
VizWiz_val_00001873.jpg,What color is this?,"['grey', 'grey', 'grey', 'grey', 'grey', 'grey', 'grey', 'grey', 'grey', 'grey']",white,grey,skill wins
VizWiz_val_00001880.jpg,What is this?,"['can', 'pepper steak stew', 'unanswerable', 'pepper steak', 'unanswerable', 'unanswerable', 'pepper steak', 'tomato sauce', 'food', 'unanswerable']",chicken broth,food,skill wins
VizWiz_val_00001881.jpg,What is the color of this fabric?,"['blue white', 'white teal', 'white turquoise', 'blu white', 'blue white', 'grey black purple teal', 'blue white', 'white teal', 'teal', 'white black skyblue grey violet']",blue white,blue,fusion wins
VizWiz_val_00001887.jpg,Fuck this,"['unanswerable', 'nope', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'phone', 'unanswerable', 'unanswerable']",unanswerable,phone,fusion wins
VizWiz_val_00001906.jpg,What is this document? ,"['unanswerable', 'medicare card', 'cms', 'medicare id card', 'fsd', 'unanswerable', 'unanswerable', 'medicare information about card', 'cms info card', 'medical card']",unanswerable,card,fusion wins
VizWiz_val_00001908.jpg,"trying to find out what this item is please, thanks","['chicken fried rice no msg', 'chicken fried rice', 'chicken fried rice', 'chicken fried rice', 'chicken fried rice', 'vegetable rice', 'frozen dinner', 'chicken fried rice', 'tai pei brand frozen chicken fried rice', 'rice bowl']",frozen dinner,unanswerable,fusion wins
VizWiz_val_00001913.jpg,What is this frozen dinner and what is the instructions for conventional oven temperature and number of minutes? Thank you very much.,"['channa', 'unanswerable', 'unanswerable', 'channa heat on high for 4 to 4.5 minutes', 'unanswerable', 'unanswerable', 'channa', 'unanswerable', 'unanswerable', 'unanswerable']",channa masala,unanswerable,skill wins
VizWiz_val_00001915.jpg,What kind of meds are these?,"['unanswerable', 'alaltoids', 'alaltoids', 'alaltoids', 'alaltoids mints', 'alaltoids strong breath mints wintergreen flavor', 'unanswerable', 'unanswerable', 'altoids', 'breth mints']",altoids,mints,fusion wins
VizWiz_val_00001917.jpg,What is in this cereal box?,"['fruit yogurt brand', 'special k cereal', 'fruit yogurt', 'special k fruit yogurt', 'special k fruit yogurt cereal', 'cereal', 'special k fruit yogurt', 'cereal', 'cereal box', 'special k']",cereal,special k,fusion wins
VizWiz_val_00001924.jpg,Where is the menu button?,"['directly under large volume button on left side', 'in middle remote buttons in circle menu button top left these buttons', 'top left on circle', 'outer circle in middle top left', 'outer upper left circle', 'top left circle', 'up to left arrow buttons', 'unanswerable', 'left middle', 'top']",unanswerable,remote,fusion wins
VizWiz_val_00001933.jpg,What color is this please?,"['brown', 'brown', 'tan', 'grey', 'brown', 'unanswerable', 'white', 'grey', 'brown', 'unanswerable']",white,brown,skill wins
VizWiz_val_00001935.jpg,What is this item?,"['plaque', 'bust robert e lee', 'unanswerable', 'statue', 'general lee statuette', 'bookend', 'unanswerable', 'statue', 'confederate memorabilia', 'statue']",book,unanswerable,skill wins
VizWiz_val_00001936.jpg,What type of candy is this?,"['balls sanded', 'unanswerable', 'cherry balls', 'balls sanded', 'sweet', 'balls sanded', 'hard candy', 'balls sanded', 'balls sanded', 'nuts']",orange,unanswerable,skill wins
VizWiz_val_00001940.jpg,What is it?,"['ball', 'decoration', 'straw object dart', 'ball hay', 'rattan ball', 'rubber bands', 'ball', 'unanswerable', 'decorative ball', 'decor spheres']",ball,cord,fusion wins
VizWiz_val_00001979.jpg,What is this?,"['unanswerable', 'upside down computer screen', 'swim cap', 'unanswerable', 'unanswerable', 'magazine', 'advertisement', 'german swimming ad', 'unanswerable', 'unanswerable']",unanswerable,newspaper,fusion wins
VizWiz_val_00001984.jpg,What kind of can is this?,"['beer', 'beer', 'beer', 'aluminum', 'beer', 'stone ice', 'beer', '24 oz keystone ice', 'keystone ice 24 fl oz', 'beer can']",beer,soda,fusion wins
VizWiz_val_00001991.jpg,What is this?,"['can cheese balls', 'snack', 'cheeseballs', 'cheese balls', 'cheese balls', 'cheese balls', 'cheese balls', 'cheese balls', 'cheese balls', 'utz cheese balls']",cheez,cheese balls,skill wins
VizWiz_val_00001992.jpg,What is this?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'computer screen', 'unanswerable', 'unanswerable']",unanswerable,laptop,fusion wins
